"cod_mun","Municipio","pobreza_monetaria","error_estandar","varianza_pobreza","cvlog","pct_indigena_2024","pct_afro_2024","pct_menores15_2024","indice_envejecimiento_2024","pct_rural","pct_urbano","tasa_dependencia","categoria_617","extension","var_intercensal","idf_2024","cobertura_educ_2024","desercion_2024","analfabetismo_2018","analfabetismo_rural_2018","saber11_mate_2022","saber11_lectura_2022","pct_ocupados_form_2016","pct_primario_2023","pct_secundario_2023","pct_terciario_2023","peso_relativo_2023","tasa_mortalidad_2020","mort_infantil_1a_2020","cobertura_pentavalente_2020","bajo_peso_2020","control_prenatal_4_2020","promedio_prenatales_2020","mort_infantil_5a_2020","fecundidad_15_19_2020","mort_neonatal_2020","partos_calificados_2020","tasa_hurto_2019","tasa_homicidios_2019","tasa_extorsion_2019","tasa_violencia_intra_2019","recaudo_predial_2020","pct_predios_urb_2022","pct_predios_rur_2022","acueducto_2018","alcantarillado_2018","energia_2018","internet_2018","iica_2023","dist_popayan_km","dist_cali_km","dist_capital_km","dist_carretera_km","snap_km","aislado_vial","pdet","coca_pct_territorio","desplaz_tasa_1000","victimas_tasa_1000","cotizantes_tasa_1000","pagos_admin_pc","pagos_total_pc","ingresos_corrientes_pc","ingresos_no_trib_pc","transferencias_pc","sgp_pc","recursos_capital_pc","predios_pc","pct_contributivo","pct_subsidiado","pct_excepcion","pct_sisben_A","tiene_coca","tiene_mort_materna","tiene_mort_ira","tiene_pagos_salud","tiene_empresas_formales","log_valor_agregado_pc","log_avaluo_promedio","log_ingresos_tributarios_pc","log_densidad_2024","log_pob_total","log_ingresos_pc","rural_intermedio","rural","rural_disperso"
"19573","Puerto Tejada",0.245146463189562,0.0019690154468768,0.000992568436275446,0.128515230155402,0.03,96.08,22.84,58.03,14.15,85.85,46.77,5,92,-6.11,48.5,103.18,2.29,3.4,2.71,43.41,47.43,16.49,7.67623718415757,44.5173486582438,47.8064141575987,4.03655097767007,7.42,12.8,99.19,12.38,87.46,5.96,12.86,66.34,6.43,99.84,830.77,136.86,19.21,86.44,5.03,81.79,18.21,96.97,94.05,99.77,18.51,13,90.9246245654447,22.0147750398195,90.9246245654447,114.0392,0.0137685802829122,0,0,0,1.05817671551149,26.3163948379379,108.003036507097,9008683.50097766,9117821.78482207,1402333.11276483,988744.733385475,953810.79873939,487075.471187688,111160.037657289,0.316509857146143,57.6671684738076,40.522514625455,1.81031690073747,34.8784246969244,0,0,1,0,1,-3.73413200296233,3.36895633459351,12.9326265055035,6.18392206108983,10.6798493280891,14.2299308817793,0,0,0
"19585","Puracé",0.415306428882595,0.00650502768686697,0.00843468270525024,0.221139193320276,76.67,0.16,25.64,46.99,91.22,8.78,51.92,6,783,15.38,49.1,70.2,3.44,6.67,6.87,47.11,48.48,2.61,24.2313912796396,8.39976043296026,67.3688482874001,0.649127361962898,4.55,22.57,64.22,6.84,76.44,5.38,10.36,48.45,5.18,90.67,51.66,5.74,22.96,45.92,0.62,30.89,69.11,24.04,22.45,93.27,0.6,1,32.5800693536765,125.954736462765,32.5800693536765,51.8569,6.17740734432588,0,0,0,0.166094563171299,17.9382128225003,13.3661831469383,9669184.08841767,9800257.87282693,1813353.91850293,1725416.41645443,1677166.04434725,1005775.90388661,232933.335234193,0.14195548665707,6.46049830975335,93.0574683861275,0.482033304119194,20.3465839884841,0,0,0,0,0,-4.68336518477044,2.44932527603684,11.3843816371517,3.16884489126264,9.80156556281074,14.5315376133599,0,0,1
"19622","Rosas",0.449638514692912,0.00658943651831734,0.0103301234401187,0.226042057157563,6.18,1.9,20.42,97.23,91.36,8.64,54.52,6,130,-9.4,44,69.71,2.6,9.74,10.47,49.09,50.86,3.24,30.0654072936854,8.23804923052359,61.696543475791,0.52060213882263,3.81,25,81.48,7.78,81.32,5.81,21.98,34.17,21.98,96.7,226.19,8.7,69.6,69.6,2.86,11.76,88.24,46.37,14.4,96.42,0.74,23,30.0348588563187,129.789851034793,30.0348588563187,42.0822,0.254896302746889,0,0,40.0538461538462,0.83139341536415,58.5300964416362,22.3994013967409,9268691.84078816,9485050.10242767,1821689.80212837,1725270.48079481,1704178.21208846,991107.074077153,56988.2690389092,0.403724642500831,7.59047720721682,90.8188320700331,1.59069072275008,56.9005653475224,1,0,0,0,0,-4.49743500598125,1.5408785783989,11.4764618892868,4.54743513533685,9.39499254410842,14.4460789338432,1,0,0
"19693","San Sebastián",0.408009756402383,0.00581099350599851,0.00723532854787553,0.208477207054813,37.19,0.06,20.35,81.27,95.1,4.9,48.29,6,389,-14.6,48.5,51.96,2.25,8.56,8.89,45.74,45.89,2.53,42.0537271646929,8.29148115819132,49.6547916771158,0.484832865043343,5.97,25.23,75.63,16.22,75.68,4.86,13.51,38.38,0,93.24,18.18,9.09,18.18,0,0.28,11.67,88.33,59.39,22.81,92.43,0.7,2,69.7609392077036,172.5900560252,69.7609392077036,128.9931,1.50549061117973,0,0,0,0.18496254508462,18.5887357810043,21.3243318228059,11720347.0461482,11971164.4604643,2083483.68815315,2026619.19300842,2014049.53121243,1061696.14612041,210017.315546102,0.740220105428651,4.44962143273151,93.9196272568433,1.63075131042516,23.8879126976787,0,0,1,0,0,-4.46212873236201,2.40821483777378,10.948426438442,3.40883480879137,9.28850439294554,14.645590030647,0,0,1
"19698","Santander de Quilichao",0.247097867528779,0.00136123142945189,0.000689930195817516,0.106300076978836,27.48,23.51,22.98,59.26,53.6,46.4,48.19,4,444,37.57,48.5,96.82,3.48,4.29,6.04,48.55,50.9,17.22,17.8953220152518,40.8608286240632,41.243849360685,10.8556468842738,5.51,18.2,79.62,7.43,85.19,5.8,6.46,64.95,2.58,91.99,449.95,93.03,20.57,155.65,2.41,49.97,50.03,82.66,54.4,97.24,22.5,21,58.2552145903316,46.8006714386008,58.2552145903316,78.123,0.012106765668053,0,1,35.454954954955,1.58481116974912,34.8420735669345,81.6184091665478,8159694.26599471,8212629.19337866,1303106.50038035,1070622.97270163,1048566.83722404,505545.569929793,179524.800234552,0.316986006117371,35.02791230396,62.7706681817772,2.20141951426278,31.5472511450261,1,1,0,0,1,-3.81059527016312,3.38955128847415,12.356574652806,5.58289462404634,11.7456073811031,14.2093289729574,1,0,0
"19701","Santa Rosa",0.518069808102902,0.00657951708302156,0.0142491615504312,0.23041267810954,25.3,0.65,26.71,51.72,88.36,11.64,58.1,6,3009,-44.26,53.7,77.14,5.86,6.31,6.58,47.29,49.02,2.46,27.6753860477863,7.07480080273181,65.2498131494819,0.212655901490974,3.34,20.38,39.08,9.09,66.67,4.41,0,48.39,0,91.18,18.68,0,74.71,18.68,1.45,14.51,85.49,20.09,19.24,82.32,0.79,4,100.097434539572,203.549546545158,100.097434539572,197.4415,13.7282174025118,0,0,2.13592555666334,0.750750750750751,40.3528528528529,27.0589339339339,12249661.6595345,12652078.7552553,2889488.0289039,2789810.89451952,2756011.19688438,2011504.2118994,0.000187687687687688,0.586148648648649,8.00441622964394,89.8978746894838,2.09770908087221,46.1148648648649,1,1,0,0,0,-4.57848440157804,0.204558856388788,11.5096915854578,0.636576829071551,8.58073121222023,14.8765898918318,0,0,1
"19743","Silvia",0.594548828166253,0.00127074539437056,0.00333964903159028,0.0971992439460408,86.48,0.08,27.46,43.03,89.47,10.53,55.92,6,582,20.6,49.5,69.99,2.42,10.02,11.15,43.95,45.3,4.78,6.95201022372553,8.60037472264886,84.4476150536256,1.19353302822851,4.41,16.35,57.26,7.37,63.95,4.42,20.74,52.37,9.22,74.88,23.86,5.3,23.86,37.12,1.2,56.04,43.96,34.61,19.35,90.27,3.7,12,33.6618383371012,86.4272367972265,33.6618383371012,62.6842,0.211657513144877,0,0,0,1.00283300323414,29.9596359716198,22.1270087998596,9126883.71053225,9193444.96693158,1473143.01351317,1408288.729912,1335939.50577883,678720.356005716,219431.143003986,0.152957103818287,5.70804472163941,92.9353605610324,1.3565947173282,4.2419836036804,0,1,0,0,0,-4.86656117923995,2.76977261928918,11.0798982415519,4.24017501043364,10.5938057352525,14.3417610975899,0,1,0
"19760","Sotará Paispamba",0.42363483052891,0.00467613217174293,0.00634684511328491,0.188056041505998,44.06,0.12,22.97,65.96,97.01,2.99,51.68,6,449,-11.19,54.2,48.91,2.08,5.43,5.54,46.94,48.22,1.65,40.122593119643,7.07480080273182,52.8026060776252,0.555442411601887,3.94,14.66,57.59,7.04,77.46,5.49,42.25,34.65,28.17,95.77,92.34,7.1,35.51,0,3.78,18.93,81.07,47.44,11.84,91.18,0.77,3,26.8575437004252,130.310752937434,26.8575437004252,40.3077,1.01963396984391,0,0,0,0.274047684297068,10.8933954508084,12.0121951219512,2874427.68395451,2949755.90675528,1781150.16936147,1614974.57543163,1591637.89318991,908447.150726226,285649.205467251,0.404220334338175,5.43533475566392,93.8534999492025,0.711165295133597,22.1567552754179,0,0,0,0,0,-4.62616642613912,2.13468400874185,12.0208003030261,3.50945370043201,9.58850279755634,14.5415117729124,0,0,1
"19780","Suárez",0.420860918532776,0.00527084240299266,0.00705583094519923,0.19958848640125,24.9,54.05,26.52,48.27,81.65,18.35,54.81,6,370,65.79,51.1,64.01,3.82,8.01,8.66,40.64,43.8,3.68,23.9408279215249,7.75635690270334,68.3028151757717,1.7231978154611,4.03,21.31,61.47,12.54,83.43,5.77,11.63,51.71,8.72,95.93,27.93,96.2,15.52,31.03,2.45,28.04,71.96,40.04,27.32,92.68,1.72,5,54.3025529906495,55.2462246420354,54.3025529906495,92.5932,0.0788100626727589,0,1,427.267567567568,43.0593681037731,500.376769470908,10.1727757145164,6406316.20743851,6485736.12936649,1221459.8552667,1109668.26605307,1064010.56165563,636463.948382583,168661.188357823,0.236853436675817,5.45325779036827,93.6311210036422,0.915621205989478,32.1007589213628,1,0,0,0,0,-4.42842589429186,2.74398464320393,11.6243916062258,4.52341768411583,10.5229343701661,14.1449013830597,0,1,0
"19785","Sucre",0.592260763101386,0.00787922746030923,0.0206325953688744,0.242529163433651,0,0.2,21.76,69.34,83.79,16.21,48.88,6,128,5.96,48.8,43.78,3.47,14.7,15.52,43.6,46,2.33,37.0076101321094,8.33833265117672,54.6540572167139,0.394548136045886,4.55,29.3,70.87,11.63,89.53,6.26,11.63,37.74,11.63,100,10.44,20.87,10.44,0,3.58,14.97,85.03,23.1,19.66,89.58,0.66,45,57.7220603908214,152.998345433796,57.7220603908214,111.425,0.206393736268664,0,0,0,4.920049200492,109.368593685937,12.3687986879869,12143953.0761583,12420726.9548995,2286107.41605166,2157510.14780648,2119058.26660517,1373859.5295203,416614.172406724,0.391758917589176,4.14878397711016,94.964234620887,0.886981402002861,62.3411234112341,0,0,0,0,0,-4.56532517143802,1.4216306932272,11.7644408482986,4.36271638613938,9.18563775933581,14.8097698190133,0,1,0
"19807","Timbío",0.485298379279879,0.00245548652366197,0.00473713082825383,0.141823712156706,3.41,0.5,21.48,77.38,59.97,40.03,50.49,6,169,18.15,54.9,82.35,3.69,6.7,8.08,51.43,52.39,4.05,37.0385771081709,8.14071560408741,54.8207072877417,1.76432303080959,6.12,13.59,82.91,7.07,87.63,6.04,12.63,58.86,7.58,100,256.3,22.29,27.86,89.15,1.83,30.08,69.92,93.07,39.53,96.59,7.2,2,18.1676816564456,116.898931420303,18.1676816564456,19.4613,0.222594025074907,0,0,10.8816568047337,1.78886238722389,28.077361816862,23.0911023540392,8375649.58267655,8456146.11122057,1477999.79319195,1378599.5967282,1333343.22023748,645615.117079747,37295.3208804314,0.382583220989319,12.6784713291786,86.1476572031523,1.17387146766907,24.2766773825573,1,0,0,0,0,-4.44218812259184,2.99118324891148,11.5069093691393,5.41783223504918,10.5602819036303,14.2311207727228,1,0,0
"19809","Timbiquí",0.509420099635651,0.00233084837759735,0.00492167974240239,0.137714794614579,17.91,81.36,38.01,19.81,76.94,23.06,76.46,6,2002,24.97,54.5,69.87,2.03,16.72,19.23,35.23,38.86,4.71,3.94789550347593,7.01360092293924,89.0385035735848,0.60950588044086,1.95,28.95,61.76,13.92,63.29,4.16,33.76,46.39,25.32,98.73,11.38,11.38,22.76,0,0.02,81.63,18.37,18.25,15.55,46.09,0.96,12,102.139954645437,128.040860230609,102.139954645437,563.4249,28.2235513104773,1,0,153.435064935065,0.758359186487418,94.4846604619097,18.8927955877284,8718607.08593589,8947301.97576698,1648224.6175112,1588542.07876594,1565804.11944157,939201.002412961,72546.4653912444,0.0919338159255429,3.85402759234535,94.5749888740543,1.57098353360036,41.4270941054809,1,0,0,0,0,-5.22017584307037,5.10417057591156,10.9967947732701,2.64191039859766,10.2753958771155,14.3582830523445,0,0,1
"19821","Toribío",0.551408859073775,0.00595394345897457,0.0139003790075414,0.21381569524038,98.21,0.09,27.84,35.01,94.26,5.74,53.35,6,412,32.84,56.4,72.27,4.64,12.03,12.55,40.04,42.46,2.46,17.3738896952037,8.56086697701058,74.0652433277857,1.13173012895461,4.09,15.46,85.56,5.63,78,5.48,16.56,84.24,8.28,76.16,8.33,61.08,19.44,8.33,0.11,75.45,24.55,67.54,20.15,95.85,2.45,32,70.8405354368033,63.0140470290965,70.8405354368033,130.5653,0.399830007335912,0,1,0,1.2473906623899,54.7069904790998,10.1827809174686,9016874.94753322,9084055.35907031,1482847.988468,1407221.14945777,1376291.67033247,706809.434575633,165772.551881269,0.0252023827707347,3.41413036875038,95.6806998359759,0.905169795273677,0.282572170459753,0,0,0,0,0,-4.90444741211671,5.51047252355911,11.2335665125282,4.51327417128355,10.5785216776691,14.3154494600517,0,1,0
"19824","Totoró",0.590158497641813,0.00558243420523733,0.0145050802266012,0.204075750691754,83.83,0.15,29.04,36.26,95.74,4.26,57.51,6,384,40.9,42,63.86,3.49,7.47,7.71,42.8,45.67,3.61,30.3162391917824,8.52648455108005,61.1572762571375,0.807484559285414,2.73,21.94,61.76,6.21,75.33,5.12,22.8,55.47,3.26,88.6,71.61,3.98,47.74,79.56,1.06,16.83,83.17,12.35,11.01,89.28,1.68,1,22.9527595034676,101.540430007499,22.9527595034676,36.7271,0.203379043710969,0,0,0,0.03690036900369,8.1549815498155,14.8922509225092,7960932.85295203,8060259.68516605,1416256.55369004,1331357.10645756,1293486.63723247,707701.419188192,361142.868118081,0.18859778597786,5.14875287989582,94.2251828107783,0.626064309325854,9.28782287822878,0,0,1,0,0,-4.87079363638663,2.84973555178586,11.3492228614711,4.2372898382072,10.2072890068678,14.3906618549844,0,1,0
"19845","Villa Rica",0.286909792264029,0.00192467933634223,0.00123277979799329,0.12237631833306,0.07,94.31,22.5,53.99,32,68,44.53,5,77,44.44,58.9,75.6,3.67,2.95,2.75,43.04,46.43,14.12,14.5314519669114,50.1176776289548,35.3508704041338,2.31772101817619,5.77,15.39,81.16,7.42,86.93,5.82,7.07,58.33,3.53,99.65,457.14,57.14,4.76,109.52,4.99,62.21,37.79,49.76,71.58,98.81,7.2,8,79.8907108527393,27.5413088021231,79.8907108527393,102.0215,0.0256523549020744,0,0,0,0.557987810112456,18.2848313159928,59.2325521503992,13175488.7617821,13389795.788308,2117784.34749764,957857.354107649,923327.13121298,580958.596360203,395588.340544253,0.362305777319942,40.1122221422919,59.5496726854183,0.338105172289763,34.0630097004035,0,0,0,0,0,-3.66521169964812,2.81024532835925,13.9638676243692,5.66205729460889,10.0561227989597,14.7371361095655,0,0,0
"76001","Cali",0.236000150623116,9.26804372511847e-05,4.46101358273742e-05,0.0283011766826779,0.52,14.63,17.18,109.42,2.31,97.69,43.84,0,552,5.08,58.3,78.77,4.41,3.1,6,52.14,55.38,41.32,0.203164652549235,9.99592690811796,89.8009084393328,44.3927727711851,7.72,9.52,101.45,9.28,89.17,6.44,9.68,32,5.59,99.76,907.12,49.7,22.31,144.99,6.77,90.44,9.56,98.98,97.8,99.7,80,5,103.499692968292,0,0,134.3201,0.0113344266177766,0,0,0,2.55156301873851,2.76163498263946,284.639261704495,8570551.04800693,16485250.822462,2409744.66737714,1315008.35498566,1180276.75372198,701211.486038986,539329.389123886,0.32883060086283,66.0226388554868,32.722503248702,1.25485789581114,9.89618761049062,0,1,1,1,1,-3.61964818739591,4.65939286093681,13.9060240816318,8.32782285020895,14.6397609981183,14.8970017998934,0,0,0
"76020","Alcalá",0.324586690009205,0.00691360357638055,0.00546291475418344,0.22770968610581,2.08,1.15,24.13,77.06,25.6,74.4,59.54,6,64,-19.96,44.1,62.42,7.36,9.85,12.27,44.42,48.64,11.1,60.5952966653459,3.44748055443834,35.9572227802157,0.390846169574213,10.07,10.29,77,8.43,82.58,5.87,5.62,69.69,0,100,133.91,77.52,7.05,28.19,4.97,62.27,37.73,92.68,74.98,93.07,14.96,11,261.531633410963,167.056933305098,167.056933305098,329.9517,0.14491936717824,0,0,0,0.556289548710104,6.67547458452124,104.779222585356,11848197.710799,12017287.5208956,1841438.96321535,1476324.67888186,1423540.98511925,755797.444266741,476282.17537028,0.307419511855921,23.6683238636364,75.4350142045455,0.896661931818182,34.0935957165705,0,0,0,0,0,-3.28606826453799,3.5261298475073,12.8079656913196,5.44957816038862,9.57366316988638,14.6560949930503,1,0,0
"76036","Andalucía",0.170872931834585,0.00341299662954392,0.001094737354784,0.193634035929395,0.01,60.27,22.38,84.81,20.67,79.33,56.06,6,162,23.71,54.9,63.28,6.42,4.65,7.33,47.76,52.26,6.72,31.2323434968607,8.87079833025959,59.8968581728797,0.378047202352879,8.41,11.67,55.83,5.99,90.42,6.73,11.98,28.03,5.99,99.4,62.18,22.21,44.41,26.65,4.54,59.25,40.75,96.16,78.52,99.22,24.89,5,192.195418818947,94.3913934451952,94.3913934451952,232.9012,0.0662760013070866,0,0,0,0.244001626677511,4.83936559577064,31.1882879219195,7215871.49922733,7328255.62033347,1311029.57446116,921311.588247255,873123.089385929,489243.016226108,179786.677755185,0.383448556323709,39.2988355439318,60.2279095834112,0.473254872657077,20.2074013826759,0,0,0,0,0,-3.85579522246219,3.32897220373395,12.873178644262,4.95688283809701,10.1100951352102,14.2148343482023,1,0,0
"76041","Ansermanuevo",0.311294220007976,0.00434742507619889,0.00319417558067191,0.181555050930636,1.35,1.04,26.34,62.33,39.19,60.81,61.16,6,361,-15.68,42.4,67.57,7.18,9.43,12.28,48.94,51.24,4.39,49.5110998554234,3.52519125421824,46.9637088903583,0.407466638640174,7.16,10.26,74.07,6.22,89.12,6.41,10.36,73.01,5.18,98.45,46.11,69.17,0,80.7,5,61.56,38.44,78.05,74.8,98.96,11.66,21,265.975336597117,166.386544636109,166.386544636109,325.7594,0.424137846156929,0,0,0,0.726500502961887,11.0651615066503,28.24019224321,11159777.0087739,11313008.0537052,1808539.91829664,1533813.98284341,1498574.42528222,759416.907007936,161491.809098022,0.348329048843188,25.231495867255,74.2713318003853,0.497172332359704,23.5665586230021,0,0,1,0,0,-3.46298082817054,3.53065330477903,12.5235292813625,3.92828997789202,9.79222074010754,14.493560205861,1,0,0
"76054","Argelia",0.346746769918103,0.00502671402966714,0.00448134976418645,0.193059864289454,5.98,1.15,25.49,75.44,45.48,54.52,64.04,6,88,-19.36,48.6,68.89,6.35,12.86,15.19,41.23,45.03,4.11,65.9668726920249,3.45477990747483,30.5783474005003,0.140750292807748,6.95,16.58,69.33,4.65,83.33,5.58,23.26,34.48,0,95.35,19.02,19.02,19.02,95.09,3.67,47.82,52.18,76.1,58.66,98.61,11.35,6,253.558852520613,152.81139485049,152.81139485049,175.1367,0.194017443642683,0,0,0,1.26285405015335,4.32978531481147,28.5044199891755,12694251.004871,13081543.4207108,2426155.37560888,2215581.85657586,2176618.784954,1357603.98087678,247071.388959047,0.360635035179506,14.3034568412337,84.0819706064997,1.61457255226661,51.2177521197907,0,0,0,0,0,-3.35402295108778,3.13259334674953,12.257590130192,4.14424522067556,8.6202911494198,14.7987968267521,1,0,0
"76100","Bolívar",0.191834135533459,0.00117663386216318,0.000432069231682328,0.108355455204765,11.48,0.63,25.71,75.46,69.49,30.51,66.28,6,815,4.3,47.9,67.73,8.07,9.96,12.34,51.93,51.93,6.02,68.445324049678,4.28492825530276,27.2697476950192,0.472093972576845,6.43,14.17,99.26,3.7,82.09,5.61,7.41,48.19,7.41,98.52,31.59,31.59,12.64,101.09,3.37,43.94,56.06,84.77,66.73,92.9,10.02,8,211.994324869869,109.513522479766,109.513522479766,129.5657,0.00577925670928999,0,0,14.3337423312883,2.05338809034908,33.1031049716881,30.9252691182876,9520695.63711032,9747699.30184805,1663329.13179018,1460967.54875241,1426993.61159853,801081.60948292,129382.55049468,0.545143426046917,18.912631397553,79.7863174220231,1.30105118042392,18.8538361022961,1,0,0,0,0,-3.20831277336256,2.63246111191477,12.2178113912542,3.00617753141553,9.68477168454907,14.3992399378083,0,0,1
"76109","Buenaventura",0.583063980603387,0.000593891557112419,0.00157416229340437,0.0680469304759643,2.08,86.66,31.61,29.38,22.25,77.75,60.72,2,6785,-6.27,46.6,62.94,3.31,6.95,15.54,43.19,46.96,11.12,0.604492581698355,7.86164321190376,91.5338642063979,4.39140731179406,5.48,24.71,38.46,9.24,66.88,4.67,23.09,58.22,12.68,96.36,228.57,35.78,38.36,64.48,4.56,93.95,6.05,73.17,60.96,90.8,28.05,29,135.376941879241,58.9185087555828,58.9185087555828,229.5106,14.6003053710223,0,1,19.833161385409,20.6793109533111,298.719750765168,83.9286431426954,8924101.56414937,14980737.8883311,2546975.21972034,2045340.76585556,1946933.57310016,1271575.16311008,78757.0235848196,0.314951047504305,28.7966006466308,69.4660417921294,1.73735756123984,30.9398635780045,1,1,1,1,1,-3.99617228888129,4.26952917914742,13.1256269538701,3.86639782740187,12.702858166716,14.7808703649391,0,0,0
"76111","Guadalajara de Buga",0.171840563775675,0.00117873956675969,0.000382966603773313,0.113881915354939,0.11,2.21,18.19,109.67,13.68,86.32,47.99,2,873,9.11,53.3,74.06,4.91,3.02,6.09,54.65,56.93,31.49,7.65399775705423,44.3257517273897,48.020250515556,3.94864620784453,7.54,10.16,56.96,8.46,92.3,6.97,11,37.99,7.61,100,259.52,56.11,36.63,172.23,2.9,82.05,17.95,98.19,94.37,99.45,58.18,6,163.46001707427,72.9532220271111,72.9532220271111,230.433,2.16780113778065,0,0,0,0.529749201592275,4.74503927711938,180.75860085668,15161259.6113684,15350006.3412417,2320799.93759554,1650393.45835414,1552226.32111883,961293.842785573,225211.38716342,0.311522801919206,57.8376847791363,40.4974878750036,1.66482734586008,14.6876750064327,0,0,0,0,1,-3.19119319207399,4.47233127256389,13.4156394928429,5.03135253568498,11.7916021100069,14.7500385061489,0,0,0
"76113","Bugalagrande",0.166316423809804,0.00285796654964385,0.000889434270094062,0.17931713498395,2.14,1.62,21.77,89.25,46.2,53.8,55.21,5,429,12.58,61.8,67.28,5.56,6.83,10.03,47.61,50.9,13.66,26.6343859296687,47.9753896081101,25.3902244622212,1.16421353214467,7.19,13.22,57.27,7.37,88.95,6.36,10.53,34.35,5.26,100,135.25,53.28,28.69,28.69,5.49,42.24,57.76,88.08,78.44,97.26,27.06,8,199.9436812107,103.543236793564,103.543236793564,260.2351,1.83695140581634,0,0,0,0.945216809105589,11.8939781812453,71.5312512307511,10896871.9925958,11079111.7967784,1811014.05690993,986105.914300343,969681.164664645,498275.530778622,197371.0093734,0.381237446339254,44.8484238090442,54.5623929902306,0.589183200725149,22.3504391319759,0,0,0,0,0,-2.76306815020611,4.37533435321243,13.6230273168264,4.10906895762048,10.142150059508,14.5128415074863,0,1,0
"76122","Caicedonia",0.374839473966334,0.000906082213541635,0.000940890375175486,0.0818321936325589,0.65,1.48,21.33,95.63,16.28,83.72,55.7,6,165,-6.86,40.5,62.45,7.48,7.86,11.14,49.52,52.38,11.64,55.2611800353604,3.51523495027927,41.2235850143603,0.81639225648143,7.5,11.02,62.53,6.72,91.04,7.84,7.46,49.67,3.73,99.63,185.26,66.41,10.49,146.81,4.85,76.44,23.56,90.8,85.51,99.27,27.9,7,220.175503173762,129.138052314281,129.138052314281,289.3233,0.0761908107854363,0,0,0,0.730532956998174,4.78167026398805,77.97874813216,9425416.85817699,9531615.32239748,1520979.95391001,1255317.02068737,1202348.60620953,513668.294437988,183210.715955504,0.317250539598207,27.4373855801815,70.6462041833833,1.91641023643517,28.0591067574299,0,0,0,0,0,-3.28860286856857,3.43647019169583,12.4899836158912,5.18945071156092,10.3127786654778,14.3486008755726,1,0,0
"76126","Calima",0.198650799132813,0.00343016103510074,0.00131464467481034,0.182521435939196,0.97,1.73,22.64,75.79,34.62,65.38,52.98,6,930,16.5,50.6,73.42,4.76,5.27,6.54,52.89,55.82,7.8,21.5487111928821,3.55309947636143,74.8981893307565,0.429988025319125,5.91,11.05,80.23,7.98,89.89,6.31,10.64,44.04,5.32,99.47,137.58,55.03,38.52,55.03,4.54,55.84,44.16,85.35,69.93,98.56,19.31,3,164.727927866102,61.485564391843,61.485564391843,248.5996,4.9556290600839,0,0,0.48494623655914,0.833593831405648,11.4619151818277,42.2788371366052,10528868.2792539,10700184.1241534,1989178.98166094,1431570.03016568,1307560.86193602,711338.623580285,285811.183703241,0.509482129832239,29.7281812973455,68.9604685212299,1.31135018142466,8.2577888923622,1,1,0,0,0,-3.47931479799764,3.99718830375962,13.2314131919138,3.03879176301444,9.86235300917757,14.637486287441,0,1,0
"76130","Candelaria",0.0843703325877526,0.00188023385481937,0.000308681553642066,0.208240682089188,0.57,23.23,19.79,74.56,74.82,25.18,42.62,2,303,30.63,63.3,102.37,5.09,3.58,3.46,49.4,52.71,8.23,19.4066643650319,36.5499481359915,44.0433874989766,2.93356212915343,6.01,13.01,57.95,9.39,85.86,5.85,10.54,44.29,9.66,99.47,236.09,77.27,12.88,144.88,6.17,64.98,35.02,91.7,89.19,99.5,47.56,7,104.577147762101,21.0729324538038,21.0729324538038,136.0275,0.0779405151472539,0,0,0,0.650882759742901,3.36289425867166,42.2418391053978,5772187.51760547,9428812.1556785,1489587.20085157,717540.61546389,633063.847792875,314740.092687513,162606.725074354,0.323470651515562,55.6767236156549,43.8695693148619,0.453707069483151,16.7050868295682,0,0,0,1,1,-3.31059358524456,4.30582163570786,13.5568001709527,5.73840931879926,11.6138471435512,14.3176146147486,0,0,0
"76147","Cartago",0.293248262981083,0.00202407216344122,0.00135329212623361,0.125447014253517,0.28,2.33,17.29,125.47,3.24,96.76,49.88,2,260,8.73,57.4,69.62,5.18,4.26,6.96,51.38,53.95,24.82,10.9305566395442,27.9551572850633,61.1142860753925,2.89483042165541,8.24,11.79,62.16,7.59,83.62,5.91,12.93,39.89,9.48,99.83,201.32,39.53,21.23,131.78,5.92,96.23,3.77,98.18,97.49,99.59,48.13,7,259.860714766519,162.574249501968,162.574249501968,307.3723,0.0557057171035992,0,0,0,0.329150092442154,2.37408258165724,154.043994061292,4960912.10359124,14828149.0507802,2300113.69405149,1746664.3846504,1608365.41831475,947244.844620147,214601.3274133,0.356952770463331,53.5643094447081,44.6511627906977,1.78452776459421,10.8283377220012,0,1,0,1,1,-3.57918164192759,3.83174399882913,13.2239254450058,6.3118799891764,11.8691443049093,14.7376700435509,0,0,0
"76233","Dagua",0.207021979672274,0.00337893456705169,0.00136621522840808,0.178543113407753,2.2,19.09,20.39,96.43,77.62,22.38,52.73,6,939,37.35,61.5,67.41,4.11,6.67,7.4,45.79,49.37,4.83,47.3260683802263,11.6046632603833,41.0692683593904,1.06786001862707,5.3,15.41,55.28,7.93,75.55,5.34,13.22,44.51,4.41,97.8,79.99,18.46,20.51,112.8,3.41,29.8,70.2,81.88,44.73,94.98,15.11,5,130.407814265921,30.7529401680544,30.7529401680544,186.0485,0.0578633061214041,0,1,6.26943556975506,1.54144584156015,23.4680799473484,19.2507534033046,7750153.4286605,7812883.35752884,1309203.16377429,999790.756226402,803159.521580242,458224.905712009,109675.017821885,0.429076171672036,26.813485892024,72.2506109753388,0.935903132637192,28.4665211818906,1,1,0,0,0,-3.67097802138066,2.74343622846863,12.6424303182818,3.97085779114904,10.9636708145845,14.1653771043923,0,0,1
